OBJECTID,Stop_Number,Stop_Description,Shelter,Boarding_Allowed,Debarking_Allowed,Express_Stop,Accessible,Routes_Service,District,Zone,Latitude,Longitude,Effective_Date,x,y
2740,3843,ARGENTIA RD at 2885 ARGENTIA RD,0,1,1,0,1,38/43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 120,43.599392,-79.778379,2025/09/01,-79.778379,43.5993920000001
2741,3866,ARGENTIA RD east of WINSTON CHURCHILL BLVD,0,1,1,0,1,38/43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 120,43.598407,-79.782769,2025/09/01,-79.782769,43.5984070000001
2742,3867,ARGENTIA RD at 2830 ARGENTIA RD,0,1,1,0,1,38/43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 120,43.599779,-79.773976,2025/09/01,-79.7739759999999,43.5997790000001
2743,3868,ARGENTIA RD at 2680 ARGENTIA RD,0,1,1,0,1,38/43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 120,43.601608,-79.762609,2025/09/01,-79.762609,43.6016080000001
2744,3869,ARGENTIA RD at 2900 ARGENTIA RD,0,1,1,0,1,38/43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 120,43.599271,-79.778091,2025/09/01,-79.7780909999999,43.599271
2745,3900,COOPERS AVE at KENNEDY RD,0,1,1,0,1,39,GATEWAY,TRAFFIC ZONE 93,43.631624,-79.661383,2025/09/01,-79.6613829999999,43.631624
2746,3905,MCLAUGHLIN RD south of CANTAY RD,1,1,1,0,1,66,GATEWAY,TRAFFIC ZONE 95,43.620271,-79.694987,2025/09/01,-79.694987,43.6202710000001
2747,3906,MCLAUGHLIN RD north of BRITANNIA RD,1,1,1,0,1,66,GATEWAY,TRAFFIC ZONE 95,43.617364,-79.691121,2025/09/01,-79.691121,43.6173640000001
2748,3907,LISGAR DR at OSPREY BLVD,0,1,1,0,1,39,LISGAR,TRAFFIC ZONE 15,43.561285,-79.762925,2025/09/01,-79.7629249999999,43.5612850000001
2749,3908,OSPREY BLVD at NINTH LINE,0,1,1,0,1,39,LISGAR,TRAFFIC ZONE 15,43.558954,-79.765535,2025/09/01,-79.7655349999999,43.558954
2750,3909,LISGAR DR at OSPREY BLVD,0,1,1,0,1,39,LISGAR,TRAFFIC ZONE 15,43.561514,-79.762982,2025/09/01,-79.762982,43.561514
2751,3910,LISGAR DR at FOXWOOD AVE,0,1,1,0,1,39,LISGAR,TRAFFIC ZONE 15,43.562854,-79.765182,2025/09/01,-79.765182,43.5628540000001
2752,3975,DERRY RD west of BECKETT DR,0,1,1,0,1,18/42,GATEWAY,TRAFFIC ZONE 21,43.65066,-79.70136,2025/09/01,-79.70136,43.6506600000001
2753,4000,DUNDAS ST at ELMCREEK RD,0,1,1,0,1,1/38,COOKSVILLE,TRAFFIC ZONE 56,43.567912,-79.630601,2025/09/01,-79.630601,43.567912
2754,4002,WINSTON CHURCHILL BLVD at BENTLEY DR,1,1,1,0,1,45/49,CHURCHILL MEADOWS,TRAFFIC ZONE 209,43.563376,-79.737208,2025/09/01,-79.737208,43.5633760000001
2755,4003,HURONTARIO ST at BURNHAMTHORPE RD,1,1,1,0,1,2/103,MISSISSAUGA VALLEYS,TRAFFIC ZONE 58,43.593562,-79.634551,2025/09/01,-79.634551,43.5935620000001
2756,4005,HURONTARIO ST at BURNHAMTHORPE RD,1,1,1,0,1,2/103,CITY CENTRE,TRAFFIC ZONE 79,43.593809,-79.635673,2025/09/01,-79.6356729999999,43.5938090000001
2757,4006,HURONTARIO ST at KINGSWAY DR,0,1,1,0,1,17,GATEWAY,TRAFFIC ZONE 21,43.647234,-79.707494,2025/09/01,-79.707494,43.647234
2758,4007,SOUTH COMMON CENTRE BUS TERMINAL PLATFORM C,1,1,1,0,1,110,ERIN MILLS,TRAFFIC ZONE 213,43.543244,-79.683509,2025/09/01,-79.683509,43.5432440000001
2759,4008,SOUTH COMMON CENTRE BUS TERMINAL PLATFORM I,1,1,1,0,1,29,ERIN MILLS,TRAFFIC ZONE 213,43.543277,-79.683937,2025/09/01,-79.683937,43.543277
2760,4009,CLARKSON GO STATION PLATFORM 8,0,1,1,0,1,14/29/45,,TRAFFIC ZONE 39,43.512676,-79.633256,2025/09/01,-79.633256,43.512676
2761,4020,LIVING ARTS DR at RATHBURN RD,1,1,1,0,0,6/8/26/312,CITY CENTRE,TRAFFIC ZONE 79,43.591004,-79.64966,2025/09/01,-79.64966,43.5910040000001
2762,4021,LIVING ARTS DR at PRINCESS ROYAL DR,1,1,1,0,1,6/8/26/312,CITY CENTRE,TRAFFIC ZONE 79,43.58864,-79.646094,2025/09/01,-79.6460939999999,43.5886400000001
2763,4030,LIVING ARTS DR at RATHBURN RD,0,1,1,0,1,6/8/26/302/312,CITY CENTRE,TRAFFIC ZONE 79,43.591306,-79.649972,2025/09/01,-79.6499719999999,43.591306
2764,4100,THOMAS ST at LONG VALLEY RD,0,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.559859,-79.737064,2025/09/01,-79.737064,43.5598590000001
2765,4102,THOMAS ST west of TENTH LINE,0,1,1,0,1,9/321,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.558139,-79.742015,2025/09/01,-79.742015,43.558139
2766,4103,THOMAS ST at PASSION FLOWER BLVD,0,1,1,0,1,9/321,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.555297,-79.743907,2025/09/01,-79.743907,43.5552970000001
2767,4104,THOMAS ST at ST JOAN OF ARC SECONDARY SCHOOL,1,1,1,0,1,9/321,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.552139,-79.746597,2025/09/01,-79.7465969999999,43.5521390000001
2768,4105,CHURCHILL MEADOWS BLVD south of ROSANNA DR,0,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.544648,-79.737592,2025/09/01,-79.7375919999999,43.544648
2769,4111,CHURCHILL MEADOWS BLVD at DEEPWOOD HTS,0,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.549602,-79.743468,2025/09/01,-79.743468,43.549602
2770,4112,THOMAS ST at CHURCHILL MEADOWS BLVD,1,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.552028,-79.746314,2025/09/01,-79.746314,43.552028
2771,4113,CHURCHILL MEADOWS BLVD south of ARBOURVIEW TERR,0,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.5503,-79.744729,2025/09/01,-79.7447289999999,43.5503000000001
2772,4115,THOMAS ST at PASSION FLOWER BLVD,0,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.554954,-79.743815,2025/09/01,-79.743815,43.5549540000001
2773,4116,THOMAS ST at TENTH LINE,1,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.558366,-79.741317,2025/09/01,-79.741317,43.558366
2774,4117,THOMAS ST at OSCAR PETERSON BLVD,0,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.559563,-79.737523,2025/09/01,-79.737523,43.559563
2775,4120,CHURCHILL MEADOWS BLVD at TACC DR,1,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.547484,-79.740863,2025/09/01,-79.7408629999999,43.547484
2776,4121,CHURCHILL MEADOWS BLVD north of PLACID PL,0,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.544679,-79.73722,2025/09/01,-79.73722,43.544679
2777,4123,CHURCHILL MEADOWS BLVD north of SWIFTDALE DR,0,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.550395,-79.744429,2025/09/01,-79.744429,43.550395
2778,4124,CHURCHILL MEADOWS BLVD at ERIN CENTRE BLVD,0,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 36,43.54329,-79.736147,2025/09/01,-79.7361469999999,43.5432900000001
2779,4125,THOMAS ST at TENTH LINE,0,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.558689,-79.741199,2025/09/01,-79.7411989999999,43.5586890000001
2780,4204,FINANCIAL DR at 6745 FINANCIAL DR,0,1,1,0,0,42,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 18,43.609651,-79.741708,2025/09/01,-79.741708,43.609651
2781,4205,FINANCIAL DR west of CREDITVIEW RD,0,1,1,0,0,42,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 18,43.610557,-79.739279,2025/09/01,-79.739279,43.610557
2782,4213,HURONTARIO ST at KINGSWAY DR,0,1,1,0,1,17,GATEWAY,TRAFFIC ZONE 21,43.647307,-79.708051,2025/09/01,-79.708051,43.6473070000001
2783,4300,SOUTH COMMON CENTRE BUS TERMINAL PLATFORM B,1,1,1,0,1,101,ERIN MILLS,TRAFFIC ZONE 213,43.543116,-79.68332,2025/09/01,-79.68332,43.5431160000001
2784,4500,ROYAL WINDSOR DR at WINSTON CHURCHILL BLVD,0,1,1,0,1,45,SOUTHDOWN,TRAFFIC ZONE 39,43.496994,-79.645402,2025/09/01,-79.645402,43.496994
2785,4501,WINSTON CHURCHILL BLVD at BROMSGROVE RD,1,1,1,0,1,45,CLARKSON - LORNE PARK,TRAFFIC ZONE 14,43.500528,-79.650937,2025/09/01,-79.650937,43.500528
2786,4502,WINSTON CHURCHILL BLVD at BENEDET DR,0,1,1,0,1,45,CLARKSON - LORNE PARK,TRAFFIC ZONE 14,43.5073,-79.660303,2025/09/01,-79.6603029999999,43.5073
2787,4505,WINSTON CHURCHILL BLVD at BURNHAMTHORPE RD,0,1,1,0,1,45,ERIN MILLS,TRAFFIC ZONE 213,43.536183,-79.699785,2025/09/01,-79.6997849999999,43.5361830000001
2788,4506,WINSTON CHURCHILL BLVD at UNITY GATE,1,1,1,0,1,36/45,ERIN MILLS,TRAFFIC ZONE 76,43.539429,-79.704134,2025/09/01,-79.704134,43.539429
2789,4507,WINSTON CHURCHILL BLVD at CREDIT VALLEY RD,0,1,1,0,1,45,CENTRAL ERIN MILLS,TRAFFIC ZONE 83,43.547117,-79.714537,2025/09/01,-79.714537,43.5471170000001
2790,4508,CLARKSON GO STATION PLATFORM 8,1,1,1,0,1,14/29,,TRAFFIC ZONE 39,43.512676,-79.633256,2025/09/01,-79.633256,43.512676
2791,4509,WINSTON PARK DR at PLYMOUTH DR,0,1,1,0,1,45/71,OAKVILLE,Halton Region-Oakville TZ 2024,43.510115,-79.674991,2025/09/01,-79.674991,43.510115
2792,4510,DERRY RD at COPENHAGEN RD,0,1,1,0,1,90,MEADOWVALE,TRAFFIC ZONE 119,43.591046,-79.76815,2025/09/01,-79.7681499999999,43.5910460000001
2793,4512,WINSTON CHURCHILL BLVD at EGLINTON AVE,1,1,1,0,1,45/109,CENTRAL ERIN MILLS,TRAFFIC ZONE 211,43.549246,-79.717981,2025/09/01,-79.717981,43.549246
2794,4513,WINSTON CHURCHILL BLVD at ARTESIAN DR,1,1,1,0,1,45,CHURCHILL MEADOWS,TRAFFIC ZONE 36,43.546888,-79.714781,2025/09/01,-79.7147809999999,43.5468880000001
2795,4514,WINSTON CHURCHILL BLVD at UNITY DR,0,1,1,0,1,36/45,ERIN MILLS,TRAFFIC ZONE 35,43.53926,-79.704443,2025/09/01,-79.704443,43.5392600000001
2796,4515,WINSTON CHURCHILL BLVD at BURNHAMTHORPE RD,0,1,1,0,1,36/45,ERIN MILLS,TRAFFIC ZONE 35,43.536307,-79.700431,2025/09/01,-79.700431,43.5363070000001
2797,4516,WINSTON CHURCHILL BLVD at THE COLLEGEWAY,0,1,1,0,1,45,ERIN MILLS,TRAFFIC ZONE 212,43.530919,-79.692992,2025/09/01,-79.692992,43.530919
2798,4517,MISSISSAUGA RD at DUPONT MEADOW PL,1,1,1,1,1,108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.608885,-79.750933,2025/09/01,-79.750933,43.608885
2799,4518,WINSTON CHURCHILL BLVD at PLYMOUTH DR,0,1,1,0,1,45,OAKVILLE,TRAFFIC ZONE 23,43.515851,-79.672451,2025/09/01,-79.672451,43.515851
2800,4519,WINSTON CHURCHILL BLVD at SPLIT MAPLE GATE,0,1,1,0,1,45,ERIN MILLS,TRAFFIC ZONE 213,43.533768,-79.696483,2025/09/01,-79.6964829999999,43.5337680000001
2801,4520,WINSTON CHURCHILL BLVD at SHERWOOD HTS,0,1,1,0,1,45,CLARKSON - LORNE PARK,TRAFFIC ZONE 23,43.507373,-79.660834,2025/09/01,-79.660834,43.507373
2802,4521,WINSTON CHURCHILL BLVD at KINGSWAY DR,0,1,1,0,1,45,OAKVILLE,Halton Region-Oakville TZ 2024,43.505458,-79.658224,2025/09/01,-79.658224,43.505458
2803,4522,WINSTON CHURCHILL BLVD at SHERIDAN GARDEN DR,0,1,1,0,1,45,CLARKSON - LORNE PARK,TRAFFIC ZONE 21,43.500666,-79.651599,2025/09/01,-79.651599,43.5006660000001
2804,4526,BRISTOL CIR at PLYMOUTH DR,0,1,1,0,0,45/71,OAKVILLE,Halton Region-Oakville TZ 2024,43.513936,-79.673088,2025/09/01,-79.673088,43.513936
2805,4527,BRISTOL CIR at LONDON LANE,0,1,1,0,1,45/71,OAKVILLE,Halton Region-Oakville TZ 2024,43.511108,-79.670286,2025/09/01,-79.670286,43.511108
2806,4529,WINSTON CHURCHILL BLVD at CORNISH RD,0,1,1,0,1,45,ERIN MILLS,TRAFFIC ZONE 212,43.533903,-79.697034,2025/09/01,-79.697034,43.5339030000001
2807,4530,ROSEHURST DR at LAURENCLAIRE DR,0,1,1,0,1,90,LISGAR,TRAFFIC ZONE 16,43.577713,-79.785216,2025/09/01,-79.7852159999999,43.5777130000001
2808,4531,ROSEHURST DR at SANDHURST DR,0,1,1,0,1,90,LISGAR,TRAFFIC ZONE 16,43.579359,-79.78844,2025/09/01,-79.78844,43.5793590000001
2809,4532,ROSEHURST DR at WATERFALL CRES,1,1,1,0,1,90,LISGAR,TRAFFIC ZONE 17,43.58151,-79.791692,2025/09/01,-79.791692,43.58151
2810,4533,TERRAGAR BLVD at BLACK WALNUT TRAIL,1,1,1,0,1,90,LISGAR,TRAFFIC ZONE 17,43.584641,-79.788136,2025/09/01,-79.788136,43.584641
2811,4534,TERRAGAR BLVD at SMOKE TREE RD,0,1,1,0,1,90,LISGAR,TRAFFIC ZONE 16,43.585018,-79.783719,2025/09/01,-79.783719,43.585018
2812,4535,TERRAGAR BLVD at WILD CHERRY LANE,0,1,1,0,1,90,LISGAR,TRAFFIC ZONE 16,43.582343,-79.78028,2025/09/01,-79.7802799999999,43.582343
2813,4536,BRISTOL CIR south of PLYMOUTH DR,0,1,1,0,1,45/71,OAKVILLE,Halton Region-Oakville TZ 2024,43.513291,-79.671007,2025/09/01,-79.671007,43.513291
2814,4538,BRISTOL CIR at WINSTON PARK DR,0,1,1,0,1,45/71,OAKVILLE,Halton Region-Oakville TZ 2024,43.509249,-79.670936,2025/09/01,-79.670936,43.5092490000001
2815,4540,ROYAL WINDSOR DR at 2645 ROYAL WINDSOR DR,0,1,1,0,1,45,SOUTHDOWN,TRAFFIC ZONE 39,43.498643,-79.643555,2025/09/01,-79.6435549999999,43.4986430000001
2816,4543,TERRAGAR BLVD east of BLACK WALNUT TRAIL,0,1,1,0,1,90,LISGAR,TRAFFIC ZONE 17,43.585872,-79.785325,2025/09/01,-79.7853249999999,43.5858720000001
2817,4544,TERRAGAR BLVD at SCOTCH PINE GATE,0,1,1,0,1,90,LISGAR,TRAFFIC ZONE 17,43.583904,-79.782243,2025/09/01,-79.7822429999999,43.5839040000001
2818,4545,PLYMOUTH DR at BRISTOL CIR,0,1,1,0,0,45/71,OAKVILLE,Halton Region-Oakville TZ 2024,43.51407,-79.673846,2025/09/01,-79.673846,43.5140700000001
2819,4547,PLYMOUTH DR at WINSTON CHURCHILL BLVD,0,1,1,0,0,45/71,SHERIDAN,TRAFFIC ZONE 23,43.515621,-79.672251,2025/09/01,-79.672251,43.5156210000001
2820,4548,WINSTON CHURCHILL STATION EAST PLATFORM 5,0,1,1,0,1,36/45,ERIN MILLS,TRAFFIC ZONE 76,43.542356,-79.711644,2025/09/01,-79.711644,43.542356
2821,4549,PLYMOUTH DR at WINSTON CHURCHILL BLVD,0,1,1,0,0,45/71,SHERIDAN,TRAFFIC ZONE 23,43.515562,-79.672708,2025/09/01,-79.672708,43.515562
2822,4550,WINSTON CHURCHILL BLVD at TACC DR,0,1,1,0,1,45/49,CHURCHILL MEADOWS,TRAFFIC ZONE 209,43.556768,-79.728218,2025/09/01,-79.728218,43.556768
2823,4551,WINSTON CHURCHILL STATION WEST PLATFORM 3,0,1,1,0,1,45,ERIN MILLS,TRAFFIC ZONE 76,43.542263,-79.71262,2025/09/01,-79.71262,43.542263
2824,4552,WINSTON CHURCHILL STATION WEST PLATFORM 4,0,1,1,0,1,109,ERIN MILLS,TRAFFIC ZONE 76,43.542417,-79.712422,2025/09/01,-79.712422,43.5424170000001
2825,4553,WINSTON CHURCHILL STATION EAST PLATFORM 6,0,1,1,0,1,109,ERIN MILLS,TRAFFIC ZONE 76,43.542054,-79.711979,2025/09/01,-79.711979,43.5420540000001
2826,4902,NINTH LINE at LACMAN TRAIL,0,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 209,43.551006,-79.754753,2025/09/01,-79.7547529999999,43.551006
2827,4903,MCDOWELL DR at SWORDSMAN DR,0,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 209,43.553007,-79.755975,2025/09/01,-79.755975,43.553007
2828,4906,MCDOWELL DR at TENTH LINE,0,1,1,0,1,49/321,CHURCHILL MEADOWS,TRAFFIC ZONE 209,43.561621,-79.745831,2025/09/01,-79.7458309999999,43.5616210000001
2829,4907,MCDOWELL DR at BASSINGER PL,0,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 209,43.564094,-79.743117,2025/09/01,-79.743117,43.5640940000001
2830,4909,MCDOWELL DR at WINSTON CHURCHILL BLVD,0,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 209,43.566007,-79.740985,2025/09/01,-79.740985,43.5660070000001
2831,4910,THOMAS ST at WINSTON CHURCHILL BLVD,1,1,1,0,1,9,CENTRAL ERIN MILLS,TRAFFIC ZONE 2,43.561218,-79.732987,2025/09/01,-79.732987,43.561218
2832,4911,THOMAS ST at KIMMERIDGE GATE,0,1,1,0,1,9/49,CENTRAL ERIN MILLS,TRAFFIC ZONE 2,43.562677,-79.731396,2025/09/01,-79.731396,43.5626770000001
2833,4912,THOMAS ST at GLEN ERIN DR,1,1,1,0,1,9/49,CENTRAL ERIN MILLS,TRAFFIC ZONE 2,43.565381,-79.728355,2025/09/01,-79.728355,43.5653810000001
2834,4913,THOMAS ST at MIDDLEBURY DR,0,1,1,0,1,9/49,CENTRAL ERIN MILLS,TRAFFIC ZONE 2,43.567924,-79.725491,2025/09/01,-79.725491,43.567924
2835,4915,THOMAS ST east of ERIN MILLS PKY,0,1,1,0,1,49,CENTRAL ERIN MILLS,TRAFFIC ZONE 3,43.570221,-79.72185,2025/09/01,-79.72185,43.5702210000001
2836,4917,THOMAS ST at NORTHRISE RD,0,1,1,0,1,49/313,CENTRAL ERIN MILLS,TRAFFIC ZONE 3,43.572225,-79.719567,2025/09/01,-79.719567,43.5722250000001
2837,4918,THOMAS ST at STREETSVILLE GO ACCESS,0,1,1,0,1,49/306,STREETSVILLE,TRAFFIC ZONE 115,43.578008,-79.714218,2025/09/01,-79.714218,43.5780080000001
2838,4920,STREETSVILLE GO STATION PLATFORM 3,0,1,1,0,1,49,STREETSVILLE,TRAFFIC ZONE 115,43.575493,-79.710573,2025/09/01,-79.710573,43.575493
2839,4921,THOMAS ST at WAREHAM DR,0,1,1,0,1,49,STREETSVILLE,TRAFFIC ZONE 115,43.572557,-79.71951,2025/09/01,-79.71951,43.5725570000001
2840,4922,THOMAS ST at ERIN MILLS PKY,0,1,1,0,1,49,STREETSVILLE,TRAFFIC ZONE 3,43.570388,-79.721959,2025/09/01,-79.721959,43.570388
2841,4923,THOMAS ST west of ERIN MILLS PKY,0,1,1,0,1,9/49,CENTRAL ERIN MILLS,TRAFFIC ZONE 114,43.569026,-79.724204,2025/09/01,-79.724204,43.5690260000001
2842,4924,THOMAS ST at BELL HARBOUR DR,0,1,1,0,1,9/49,CENTRAL ERIN MILLS,TRAFFIC ZONE 114,43.568301,-79.725433,2025/09/01,-79.725433,43.5683010000001
2843,4925,THOMAS ST at GLEN ERIN DR,0,1,1,0,1,9/49,CENTRAL ERIN MILLS,TRAFFIC ZONE 114,43.565874,-79.728196,2025/09/01,-79.728196,43.5658740000001
2844,4927,THOMAS ST at GREENSBORO DR,0,1,1,0,1,9/49,,TRAFFIC ZONE 114,43.563233,-79.731137,2025/09/01,-79.731137,43.563233
2845,4928,THOMAS ST at WINSTON CHURCHILL BLVD,1,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 114,43.560636,-79.734061,2025/09/01,-79.7340609999999,43.560636
2846,4929,MCDOWELL DR at WINSTON CHURCHILL BLVD,0,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 209,43.565601,-79.741736,2025/09/01,-79.7417359999999,43.5656010000001
2847,4930,MCDOWELL DR at LONG VALLEY RD,0,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 209,43.564711,-79.742733,2025/09/01,-79.742733,43.564711
2848,4931,MCDOWELL DR at SUMMERSIDE DR,0,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 209,43.563491,-79.743972,2025/09/01,-79.743972,43.563491
2849,4932,MCDOWELL DR at TENTH LINE,0,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 209,43.562017,-79.745785,2025/09/01,-79.745785,43.562017
2850,4942,CHURCHILL MEADOWS BLVD at TACC DR,0,1,1,0,1,9,CHURCHILL MEADOWS,TRAFFIC ZONE 210,43.547587,-79.741257,2025/09/01,-79.7412569999999,43.5475870000001
2851,5007,BRITANNIA RD at 2400 BRITANNIA RD,0,1,1,0,1,57,AIRPORT,TRAFFIC ZONE 216,43.66916,-79.624334,2025/09/01,-79.624334,43.66916
2852,5009,EGLINTON AVE at THE EAST MALL,0,1,0,0,1,35,SOUTH ETOBICOKE,TRAFFIC ZONE 30,43.671873,-79.571533,2025/09/01,-79.571533,43.6718730000001
2853,5015,DIXIE RD at DERRY RD,1,1,1,0,1,15,NORTHEAST 1,,43.675607,-79.675315,2025/09/01,-79.675315,43.6756070000001
2854,5100,LORIMAR DR at CARDIFF BLVD,1,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 26,43.669503,-79.686987,2025/09/01,-79.686987,43.6695030000001
2855,5301,ROSE CHERRY PL at PARAMOUNT CENTRE,0,1,1,0,1,39,GATEWAY,TRAFFIC ZONE 93,43.632914,-79.653353,2025/09/01,-79.653353,43.632914
2856,5302,COURTNEYPARK DR at INNOVATOR DR,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 21,43.644963,-79.686567,2025/09/01,-79.686567,43.6449630000001
2857,5303,COURTNEYPARK DR at EDWARDS BLVD,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 21,43.639912,-79.691338,2025/09/01,-79.691338,43.639912
2858,5304,COURTNEYPARK DR at HURONTARIO ST,1,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 21,43.637503,-79.694056,2025/09/01,-79.694056,43.637503
2859,5305,KENNEDY RD at MARCOVE RD,0,1,1,0,1,53,GATEWAY,TRAFFIC ZONE 21,43.64973,-79.686869,2025/09/01,-79.6868689999999,43.64973
2860,5306,KENNEDY RD at SUPERIOR BLVD,0,1,1,0,1,53,GATEWAY,TRAFFIC ZONE 21,43.651286,-79.689463,2025/09/01,-79.689463,43.651286
2861,5310,KENNEDY RD at SUPERIOR BLVD,0,1,1,0,1,53,GATEWAY,TRAFFIC ZONE 21,43.651245,-79.688908,2025/09/01,-79.688908,43.6512450000001
2862,5624,TENTH LINE at MCDOWELL DR,0,1,1,0,1,46,CHURCHILL MEADOWS,TRAFFIC ZONE 9,43.561962,-79.746165,2025/09/01,-79.746165,43.5619620000001
2863,5625,TENTH LINE at THOMAS ST,1,1,1,0,1,46/321,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.558637,-79.741633,2025/09/01,-79.741633,43.558637
2864,5626,TENTH LINE at BALA DR,0,1,1,0,1,46/321,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.556401,-79.73857,2025/09/01,-79.73857,43.5564010000001
2865,5627,TENTH LINE at SUNLIGHT DR,0,1,1,0,1,46/321,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.554461,-79.735867,2025/09/01,-79.735867,43.5544610000001
2866,5628,TENTH LINE at TACC DR,0,1,1,0,1,46/321,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.552386,-79.733023,2025/09/01,-79.7330229999999,43.5523860000001
2867,5629,TENTH LINE at ESCADA DR,0,1,1,0,1,46/321,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.550165,-79.730086,2025/09/01,-79.730086,43.550165
2868,5630,TENTH LINE at TOPEKA DR,0,1,1,0,1,46,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.548789,-79.728642,2025/09/01,-79.728642,43.5487890000001
2869,5701,CONVAIR DR at RENFORTH DR,1,1,1,0,1,57,AIRPORT,TRAFFIC ZONE 109,43.67203,-79.594319,2025/09/01,-79.594319,43.6720300000001
2870,5702,CONVAIR DR west of RENFORTH DR,0,1,1,0,1,57,AIRPORT,TRAFFIC ZONE 109,43.670928,-79.595548,2025/09/01,-79.595548,43.670928
2871,5704,CONVAIR DR at FLIGHTLINE DR,0,1,1,0,0,57,AIRPORT,TRAFFIC ZONE 109,43.667606,-79.602125,2025/09/01,-79.6021249999999,43.667606
2872,5705,BRITANNIA RD at MIDFIELD RD,0,1,1,0,1,57,AIRPORT,TRAFFIC ZONE 216,43.671184,-79.628426,2025/09/01,-79.6284259999999,43.671184
2873,5706,BRITANNIA RD at INFIELD TUNNEL RD,0,1,1,0,1,57,AIRPORT,TRAFFIC ZONE 216,43.67361,-79.631745,2025/09/01,-79.631745,43.6736100000001
2874,5707,BRITANNIA RD north of INFIELD TUNNEL RD,0,1,1,0,1,57,AIRPORT,TRAFFIC ZONE 216,43.677176,-79.636341,2025/09/01,-79.636341,43.677176
2875,5711,TENTH LINE north of ALPACA AVE,0,1,1,0,1,46/321,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.549604,-79.729076,2025/09/01,-79.729076,43.549604
2876,5712,TENTH LINE at TACC DR,0,1,1,0,1,46/321,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.552153,-79.732384,2025/09/01,-79.732384,43.552153
2877,5713,TENTH LINE at SERENA WAY,0,1,1,0,0,46/321,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.554406,-79.735515,2025/09/01,-79.735515,43.554406
2878,5714,COURTNEYPARK DR east of DIXIE RD,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.663536,-79.657497,2025/09/01,-79.657497,43.6635360000001
2879,5715,COURTNEYPARK DR at VAN DEEMTER CRT,0,1,1,0,0,57,NORTHEAST 1,TRAFFIC ZONE 104,43.665947,-79.655212,2025/09/01,-79.6552119999999,43.6659470000001
2880,5716,COURTNEYPARK DR east of VAN DEEMTER CRT,0,1,1,0,0,57,NORTHEAST 1,TRAFFIC ZONE 104,43.668337,-79.652529,2025/09/01,-79.652529,43.6683370000001
2881,5717,COURTNEYPARK DR at 1820 COURTNEYPARK DR,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.670407,-79.650201,2025/09/01,-79.650201,43.6704070000001
