FID,NODE_ID,INT_DESC,INT_TYPE,ELEVATION,STATUS,OWNER,UTM_X,UTM_Y,CRTDT_GIS,UPDDT_GIS,x,y
13866,1068247,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,611846.37,4827555.06,9/19/2011 1:45:24 PM,9/19/2011 1:46:19 PM,-8862635.56256912,5402606.90418487
13867,1068249,SILVER CREEK BLVD/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,612189.29,4827689.75,9/19/2011 2:02:46 PM,,-8862159.68450875,5402785.32956525
13868,1068252,UNNAMED UEDU,PED,CONN,OPEN,MISS,612185.9,4827678.66,9/19/2011 2:05:49 PM,9/19/2011 2:17:34 PM,-8862164.61405493,5402770.06432344
13869,1068254,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,612177.35,4827655.43,9/19/2011 2:06:36 PM,,-8862176.93758235,5402738.12213659
13870,1068256,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,612145.22,4827632.91,9/19/2011 2:07:20 PM,9/19/2011 2:11:07 PM,-8862221.75389014,5402707.7079977
13871,1068258,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,612137.66,4827619.9,9/19/2011 2:08:13 PM,9/19/2011 2:11:41 PM,-8862232.47663593,5402689.8829079
13872,1068261,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610073.5,4827049.62,9/19/2011 2:21:29 PM,9/19/2011 3:03:52 PM,-8865091.21108334,5401948.20937897
13873,1068263,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610067.43,4827056.01,9/19/2011 2:22:18 PM,,-8865099.4345081,5401957.18747232
13874,1068266,UNNAMED UEDU,PED,CONN,OPEN,PRIV,610073.5,4827064.16,9/19/2011 2:24:27 PM,,-8865090.88212632,5401968.32483775
13875,1068268,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,610057.99,4827144.49,9/19/2011 2:25:29 PM,9/19/2011 2:25:52 PM,-8865110.44676971,5402079.81081779
13876,1068270,ELM DR W/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,610254.35,4827033.74,9/19/2011 3:23:53 PM,,-8864842.25477725,5401922.13074446
13877,1068273,KARIYA DR/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,610416.87,4827091.29,9/19/2011 3:32:10 PM,,-8864616.90271386,5401998.04989356
13878,1068276,UNNAMED UEDU,PED,CONN,OPEN,MISS,610410.91,4827084.53,9/19/2011 3:33:28 PM,,-8864625.27249581,5401988.83344573
13879,1068278,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610396.84,4827067.17,9/19/2011 3:33:54 PM,9/19/2011 3:36:25 PM,-8864645.06309324,5401965.137042
13880,1068280,UNNAMED UEDU,PED,CONN,OPEN,PRIV,610335.23,4827100.98,9/19/2011 3:36:02 PM,9/19/2011 3:37:40 PM,-8864729.23073597,5402013.31433488
13881,1068282,UNNAMED UEDU,PED,CONN,OPEN,PRIV,610280.32,4827022.94,9/19/2011 3:39:06 PM,,-8864806.69796886,5401906.59883898
13882,1068284,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610277.01,4827018.32,9/19/2011 3:39:49 PM,9/19/2011 3:41:16 PM,-8864811.36576153,5401900.28260358
13883,1068287,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610316.51,4826969.84,9/19/2011 3:42:54 PM,9/23/2011 11:44:23 AM,-8864758.01137818,5401832.31475504
13884,1068289,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610323.63,4826941.52,9/19/2011 3:43:31 PM,9/23/2011 11:28:26 AM,-8864748.83816184,5401792.97391563
13885,1068292,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610427.28,4827044.24,9/23/2011 11:24:39 AM,9/23/2011 11:31:16 AM,-8864603.61953211,5401932.72122838
13886,1068295,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610373.94,4826945.75,9/23/2011 11:34:49 AM,9/23/2011 11:35:01 AM,-8864679.38706695,5401797.68078102
13887,1068299,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610273.1,4827020.95,9/23/2011 11:40:52 AM,9/23/2011 11:42:50 AM,-8864816.69637046,5401904.01000335
13888,1068302,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610263.4,4827006.91,9/23/2011 11:41:28 AM,,-8864830.38671332,5401884.80704127
13889,1068306,CENTRAL PKY W/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,610227.87,4826631.69,9/23/2011 11:59:09 AM,,-8864887.8673532,5401366.53323067
13890,1068309,CENTRAL PKY W/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,610177.74,4826578.27,9/23/2011 12:01:02 PM,,-8864958.1807188,5401293.77325372
13891,1068312,UNNAMED UEDU,PED,CONN,OPEN,MISS,610218.73,4826640.47,9/23/2011 12:02:13 PM,9/23/2011 12:04:27 PM,-8864900.26791892,5401378.88696863
13892,1068314,UNNAMED UEDU,PED,CONN,OPEN,PRIV,610157.66,4826597.18,9/23/2011 12:03:34 PM,,-8864985.4325995,5401320.38877681
13893,1068316,UNNAMED UEDU,PED,CONN,OPEN,MISS,610168.61,4826586.82,9/23/2011 12:04:06 PM,9/23/2011 12:13:22 PM,-8864970.57270646,5401305.80840098
13894,1068319,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,610054.74,4826676.13,9/23/2011 12:14:18 PM,9/23/2011 12:20:04 PM,-8865125.5210053,5401431.94282345
13895,1068321,CENTRAL PKY W/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,609974.78,4826361.53,9/23/2011 1:31:58 PM,,-8865242.85569377,5400998.55582982
13896,1068324,CENTRAL PKY W/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,610063.57,4826456.38,9/23/2011 1:33:29 PM,,-8865118.31892046,5401127.74985413
13897,1068327,CONFEDERATION PKY/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,610224.5,4826389.18,9/23/2011 1:34:25 PM,,-8864898.0056185,5401031.1352716
13898,1068330,UNNAMED UEDU,PED,CONN,OPEN,MISS,609985.48,4826352.76,9/23/2011 1:35:32 PM,9/23/2011 1:42:06 PM,-8865228.30457239,5400986.18151091
13899,1068332,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609996.16,4826343.34,9/23/2011 1:35:53 PM,9/23/2011 1:43:53 PM,-8865213.79574927,5400972.90848725
13900,1068334,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610010.36,4826331.14,9/23/2011 1:36:23 PM,9/23/2011 1:41:09 PM,-8865194.49771645,5400955.71001584
13901,1068336,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610097.76,4826424.81,9/23/2011 1:37:07 PM,9/23/2011 2:08:57 PM,-8865071.90361126,5401083.30202359
13902,1068338,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610084.35,4826437.58,9/23/2011 1:37:28 PM,9/23/2011 1:43:13 PM,-8865090.09980047,5401101.27155215
13903,1068340,UNNAMED UEDU,PED,CONN,OPEN,MISS,610073.34,4826447.69,9/23/2011 1:37:50 PM,9/23/2011 1:42:51 PM,-8865105.04792502,5401115.50694255
13904,1068343,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610044.98,4826300.71,9/23/2011 1:39:18 PM,9/23/2011 1:40:41 PM,-8865147.46438129,5400912.8306035
13905,1068347,UNNAMED UEDU,PED,CONN,OPEN,PRIV,610097.65,4826424.99,9/23/2011 1:46:07 PM,,-8865059.10224914,5401086.1906682
13906,1068349,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610117.01,4826425.22,9/23/2011 1:46:38 PM,9/23/2011 1:53:55 PM,-8865045.35912994,5401083.43212362
13907,1068351,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610204.93,4826368.06,9/23/2011 1:47:54 PM,9/23/2011 1:50:17 PM,-8864925.46000695,5401002.36438277
13908,1068353,UNNAMED UEDU,PED,CONN,OPEN,MISS,610215.47,4826379.23,9/23/2011 1:48:21 PM,9/23/2011 1:49:48 PM,-8864910.67829638,5401017.57649136
13909,1068359,UNNAMED UEDU,PED,CONN,OPEN,MISS,610457.59,4826093.45,9/23/2011 2:19:37 PM,9/23/2011 2:34:09 PM,-8864583.41594135,5400616.7528322
13910,1068361,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610455.2,4826019.7,9/23/2011 2:20:34 PM,9/23/2011 2:29:16 PM,-8864588.38381588,5400514.79272205
13911,1068363,UNNAMED UEDU,PED,CONN,OPEN,MISS,610468.64,4826018.56,9/23/2011 2:21:33 PM,,-8864569.88445784,5400512.90975389
13912,1068366,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,610406.22,4825966.59,9/23/2011 2:23:30 PM,9/23/2011 2:26:45 PM,-8864657.10077504,5400442.44420983
13913,1068368,UNNAMED UEDU,PED,CONN,OPEN,MISS,610443.17,4825935.84,9/23/2011 2:25:03 PM,9/23/2011 2:27:35 PM,-8864606.86823835,5400399.06882054
13914,1068371,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,610365.47,4826005.7,9/23/2011 2:25:47 PM,5/15/2017 12:07:01 PM,-8864712.38200951,5400497.46986596
13915,1068373,HILLCREST AVE/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,610510.36,4825372.97,9/23/2011 2:57:25 PM,,-8864527.03375569,5399618.99635959
13916,1068376,UNNAMED UEDU,PED,CONN,OPEN,MISS,610520.16,4825371.52,9/23/2011 2:58:32 PM,9/23/2011 3:08:04 PM,-8864513.55999415,5399616.76763373
13917,1068378,UNNAMED UEDU/UNNAMED UREC,ROAD,CONN,OPEN,PRIV,610552.68,4825446.86,9/23/2011 2:58:58 PM,9/23/2011 3:09:33 PM,-8864467.02928495,5399720.23061805
13918,1068382,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,610564.33,4825399.66,9/23/2011 3:11:22 PM,9/23/2011 3:11:33 PM,-8864452.04452195,5399654.68200866
13919,1068388,UNNAMED UEDU/UNNAMED UREC,ROAD,CONN,OPEN,PRIV,610633.72,4825278.19,9/23/2011 3:21:12 PM,9/23/2011 3:27:29 PM,-8864359.16862844,5399485.09517795
13920,1068392,UNNAMED UEDU,PED,CONN,OPEN,MISS,610573.93,4825296.28,9/23/2011 3:24:04 PM,9/23/2011 3:25:10 PM,-8864441.16110895,5399511.47816702
13921,1068394,CLAYHILL RD/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,610570.01,4825286.72,9/23/2011 3:24:40 PM,,-8864446.78079973,5399498.34515412
13922,1068399,HILLCREST AVE/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,611336.38,4826394.64,9/27/2011 9:30:11 AM,,-8863365.2233068,5401013.28957812
13923,1068402,HURONTARIO ST/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,611509.03,4826369.73,9/27/2011 9:44:49 AM,,-8863127.8077354,5400974.86481444
13924,1068405,UNNAMED UEDU,PED,CONN,OPEN,MISS,611344.66,4826387.73,9/27/2011 9:45:58 AM,9/28/2011 8:31:52 AM,-8863353.96797013,5401003.54083189
13925,1068407,UNNAMED UEDU,PED,CONN,OPEN,PRIV,611300.97,4826287.14,9/28/2011 8:29:35 AM,9/28/2011 8:32:42 AM,-8863416.49201488,5400865.3979258
13926,1068409,UNNAMED UEDU,PED,CONN,OPEN,PRIV,611306.93,4826242.22,9/28/2011 8:34:09 AM,9/28/2011 8:35:38 AM,-8863409.30396511,5400803.12413957
13927,1068411,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,611294.28,4826279.43,9/28/2011 8:34:39 AM,9/28/2011 8:39:21 AM,-8863425.88988959,5400854.8863192
13928,1068415,UNNAMED UEDU,PED,CONN,OPEN,MISS,611500.3,4826359.44,9/28/2011 8:44:59 AM,9/28/2011 9:28:38 AM,-8863140.07713833,5400960.83137729
13929,1068417,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,611447.16,4826294.25,9/28/2011 8:45:55 AM,9/28/2011 8:59:58 AM,-8863214.81936695,5400871.87596549
13930,1068419,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,611404.85,4826223.92,9/28/2011 8:53:09 AM,9/28/2011 9:23:09 AM,-8863274.74975252,5400775.56199511
13931,1068421,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,611411.69,4826204.16,9/28/2011 8:53:58 AM,9/28/2011 9:25:32 AM,-8863265.77382385,5400748.07146074
13932,1068424,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,611456.32,4826286.95,9/28/2011 8:56:59 AM,9/28/2011 9:26:49 AM,-8863202.36029081,5400861.56748495
13933,1068426,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,611489.25,4826345.71,9/28/2011 8:57:16 AM,,-8863155.62324484,5400942.09273796
13934,1068432,MCBRIDE AVE/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,609450.92,4824461.36,9/28/2011 10:12:03 AM,,-8866007.68152346,5398382.23129976
13935,1068435,MCBRIDE AVE/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,609415.9,4824469.15,9/28/2011 11:22:21 AM,,-8866055.76607616,5398393.79388948
13936,1068438,UNNAMED UEDU,PED,CONN,OPEN,MISS,609453.64,4824469.33,9/28/2011 11:23:22 AM,9/28/2011 11:26:37 AM,-8866003.75412459,5398393.19194326
13937,1068440,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609455.34,4824482.06,9/28/2011 11:23:41 AM,,-8866001.12537714,5398410.75837461
13938,1068442,UNNAMED UEDU,PED,CONN,OPEN,MISS,609416.14,4824478.66,9/28/2011 11:24:32 AM,9/28/2011 11:28:35 AM,-8866055.22172456,5398406.94019422
13939,1068445,UNNAMED UEDU,PED,CONN,OPEN,PRIV,609459.71,4824483.92,9/28/2011 11:25:28 AM,9/28/2011 11:25:43 AM,-8865995.06145647,5398413.23209118
13940,1068447,UNNAMED UEDU,PED,CONN,OPEN,PRIV,609473.06,4824505.99,9/28/2011 11:26:23 AM,9/29/2011 7:58:56 AM,-8865976.16833868,5398443.4524814
13941,1068449,MCBRIDE AVE/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,609114.19,4824310.17,9/28/2011 11:39:52 AM,,-8866475.10156398,5398180.728793
13942,1068452,UNNAMED UEDU,PED,CONN,OPEN,MISS,609119.96,4824303.2,9/28/2011 11:40:53 AM,,-8866467.30646633,5398170.96024877
13943,1068454,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609178.13,4824292.8,9/28/2011 11:42:38 AM,9/28/2011 12:03:36 PM,-8866387.37972509,5398155.27010783
13944,1068456,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609193.78,4824293.21,9/28/2011 11:43:27 AM,9/28/2011 12:03:50 PM,-8866365.8044536,5398155.48508715
13945,1068458,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609221.06,4824293.44,9/28/2011 11:44:08 AM,9/28/2011 11:45:20 AM,-8866328.20679591,5398155.18943416
13946,1068460,UNNAMED UEDU,PED,CONN,OPEN,PRIV,609231.64,4824299.42,9/28/2011 11:51:21 AM,,-8866313.49321315,5398163.22112166
13947,1068462,UNNAMED UEDU,PED,CONN,OPEN,PRIV,609261.23,4824315.94,9/28/2011 11:51:49 AM,9/28/2011 11:51:57 AM,-8866272.34692463,5398185.40075063
13948,1068464,UNNAMED UEDU,PED,CONN,OPEN,PRIV,609286.86,4824329.69,9/28/2011 11:52:23 AM,9/28/2011 12:00:13 PM,-8866236.71958972,5398203.8387477
13949,1068466,UNNAMED UEDU,PED,CONN,OPEN,PRIV,609201.96,4824298.11,9/28/2011 11:53:02 AM,9/28/2011 12:03:59 PM,-8866354.42237302,5398162.07729263
13950,1068468,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609288.54,4824346.71,9/28/2011 11:53:33 AM,9/28/2011 12:00:06 PM,-8866234.02265679,5398227.33803379
13951,1068470,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,609155.57,4824268.58,9/28/2011 11:54:40 AM,9/28/2011 12:04:39 PM,-8866419.01065635,5398122.28365076
13952,1068472,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,609183.7,4824274.47,9/28/2011 11:55:10 AM,9/28/2011 12:05:20 PM,-8866380.1149553,5398129.79629372
13953,1068474,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,609194.33,4824264.36,9/28/2011 11:55:44 AM,9/28/2011 12:13:23 PM,-8866365.69321031,5398115.57611536
13954,1068476,UNNAMED UEDU,PED,CONN,OPEN,PRIV,609298.43,4824336.82,9/28/2011 11:57:33 AM,,-8866220.61579853,5398213.43838183
13955,1068478,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,609329.73,4824352.57,9/28/2011 11:58:25 AM,,-8866177.129912,5398234.5143517
13956,1068481,UNNAMED UEDU,PED,CONN,OPEN,MISS,609266.91,4824390.48,9/28/2011 11:59:25 AM,9/28/2011 12:02:40 PM,-8866262.84774957,5398288.35517488
13957,1068484,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609258.13,4824280.58,9/28/2011 12:09:29 PM,,-8866277.41187344,5398136.57114414
13958,1068486,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,609283.77,4824256.39,9/28/2011 12:09:53 PM,9/28/2011 12:12:07 PM,-8866242.62207324,5398102.54176439
13959,1068488,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,609238.15,4824259.95,9/28/2011 12:12:45 PM,9/28/2011 12:12:57 PM,-8866305.40734046,5398108.49166528
13960,1068490,ERINDALE STATION RD/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,609109.9,4824082.26,9/28/2011 1:54:20 PM,,-8866486.11774771,5397865.65264254
13961,1068493,UNNAMED UEDU,PED,CONN,OPEN,MISS,609117.64,4824090.16,9/28/2011 1:54:56 PM,,-8866475.27522971,5397876.40326895
13962,1068495,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609155.78,4824130.73,9/28/2011 1:55:18 PM,9/28/2011 2:03:23 PM,-8866421.8099644,5397931.64864835
13963,1068497,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609180.05,4824156.26,9/28/2011 1:55:39 PM,9/28/2011 2:09:31 PM,-8866387.79397304,5397966.40756017
13964,1068499,UNNAMED UEDU,PED,CONN,OPEN,PRIV,609220.62,4824138.27,9/28/2011 1:56:34 PM,9/28/2011 2:02:52 PM,-8866332.29198304,5397940.61712886
13965,1068501,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609244.38,4824115.66,9/28/2011 1:57:12 PM,9/28/2011 2:21:46 PM,-8866300.05788594,5397908.81590926
13966,1068503,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609253.68,4824106.69,9/28/2011 1:57:44 PM,9/28/2011 1:59:05 PM,-8866287.44375851,5397896.202344
13967,1068505,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,609305.9,4824056.04,9/28/2011 1:58:11 PM,9/28/2011 2:00:13 PM,-8866216.62173986,5397824.98520167
13968,1068509,ERINDALE STATION RD/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,609163.16,4824031.19,9/28/2011 2:20:28 PM,,-8866413.87072724,5397793.8330551
13969,1068512,UNNAMED UEDU,PED,CONN,OPEN,MISS,609170.89,4824039.08,9/28/2011 2:21:02 PM,,-8866403.04221628,5397804.56991037
13970,1068516,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,609510.29,4824542.28,9/29/2011 7:59:56 AM,,-8865924.04710101,5398492.79971428
13971,1068518,ELLENGALE DR/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,608338.37,4824308.49,9/29/2011 8:41:03 AM,,-8867544.24424634,5398195.78249379
13972,1068521,UNNAMED UEDU,PED,CONN,OPEN,MISS,608329.56,4824308.87,9/29/2011 8:59:06 AM,9/29/2011 8:59:56 AM,-8867556.37629656,5398196.5046176
13973,1068523,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,608274,4824313.62,9/29/2011 8:59:35 AM,9/29/2011 9:01:02 AM,-8867632.83444532,5398204.31304968
13974,1068525,QUEENSTON DR/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,608121.12,4824000.21,9/29/2011 9:16:57 AM,,-8867850.46471208,5397774.31100637
13975,1068528,QUEENSTON DR/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,608056.93,4824135.09,9/29/2011 9:27:58 AM,,-8867935.92540186,5397962.26114027
13976,1068531,UNNAMED UEDU,PED,CONN,OPEN,MISS,608113.53,4823998.71,9/29/2011 9:58:10 AM,9/29/2011 10:01:55 AM,-8867860.956831,5397772.40575577
13977,1068533,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,608043.16,4824123.98,9/29/2011 9:58:52 AM,9/29/2011 10:07:56 AM,-8867955.14690339,5397947.20383544
13978,1068535,UNNAMED UEDU,PED,CONN,OPEN,MISS,608051.34,4824129.47,9/29/2011 10:04:01 AM,9/29/2011 10:08:31 AM,-8867943.75308864,5397954.61377958
13979,1068538,UNNAMED UEDU,PED,CONN,OPEN,PRIV,608043.09,4824124.1,9/29/2011 10:04:44 AM,,-8867967.16618492,5397941.18721919
13980,1068540,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,607993.74,4824097.86,9/29/2011 10:05:36 AM,9/29/2011 10:07:08 AM,-8868023.82675382,5397912.18274507
13981,1068542,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,608004.18,4824079.09,9/29/2011 10:06:11 AM,5/15/2017 12:10:36 PM,-8868009.85657895,5397885.99400142
13982,1068544,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,607986.11,4824111.96,9/29/2011 10:06:33 AM,9/29/2011 10:07:27 AM,-8868034.02833742,5397931.85100393
13983,1068546,MCBRIDE AVE/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,608504.59,4823841.37,9/29/2011 11:17:01 AM,,-8867325.59058579,5397546.1068151
13984,1068549,UNNAMED UEDU,PED,CONN,OPEN,MISS,608510.2,4823835.03,9/29/2011 11:18:22 AM,9/29/2011 11:20:34 AM,-8867318.00154126,5397537.214395
13985,1068551,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,608567.3,4823768.13,9/29/2011 11:18:49 AM,9/29/2011 11:19:54 AM,-8867240.81195296,5397443.42816908
13986,1068553,THE CREDIT WOODLANDS/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,608644.3,4823557.8,9/29/2011 11:27:32 AM,,-8867139.40136467,5397150.86622758
13987,1068556,THE CREDIT WOODLANDS/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,608619.36,4823575.73,9/29/2011 11:31:29 AM,,-8867173.3660235,5397176.21701584
13988,1068559,UNNAMED UEDU,PED,CONN,OPEN,MISS,608650.82,4823564.84,9/29/2011 11:43:12 AM,9/29/2011 2:02:12 PM,-8867130.26062787,5397160.4549553
13989,1068561,UNNAMED UEDU,PED,CONN,OPEN,MISS,608624.98,4823583.01,9/29/2011 11:43:47 AM,9/29/2011 1:58:05 PM,-8867165.46004205,5397186.15779912
13990,1068564,UNNAMED UEDU,PED,CONN,OPEN,MISS,607677.86,4822001.93,9/29/2011 2:14:18 PM,9/29/2011 2:37:05 PM,-8868505.41079184,5395021.23579136
13991,1068566,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,607677.7,4821983.37,9/29/2011 2:22:14 PM,9/29/2011 2:36:39 PM,-8868506.04101736,5394995.58113003
13992,1068568,UNNAMED UEDU,PED,CONN,OPEN,PRIV,607622.58,4821936.63,9/29/2011 2:22:50 PM,9/29/2011 2:30:09 PM,-8868583.00400101,5394932.18693646
13993,1068570,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,607632.43,4821903.56,9/29/2011 2:28:21 PM,9/29/2011 2:29:52 PM,-8868570.16493099,5394886.25174982
13994,1068572,UNNAMED UEDU,PED,CONN,OPEN,MISS,607698.31,4822011.86,9/29/2011 2:29:07 PM,9/29/2011 2:39:00 PM,-8868477.02017739,5395034.51032073
13995,1068575,ERIN MILLS PKY/UNNAMED UEDU,ROAD,CONN,OPEN,PEEL,607620.8,4821429.75,9/29/2011 2:55:23 PM,,-8868596.64071184,5394231.52360529
13996,1068578,ERIN MILLS PKY/UNNAMED UEDU,SIGNAL,CONN,OPEN,PEEL,607539.61,4821506.93,9/29/2011 2:56:19 PM,,-8868706.77463691,5394340.00964477
13997,1068583,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,607640.39,4821458.83,9/29/2011 2:58:18 PM,9/29/2011 3:06:49 PM,-8868569.01467904,5394271.28811906
13998,1068585,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,607805.21,4821478.9,9/29/2011 2:59:38 PM,9/29/2011 3:03:08 PM,-8868341.53837186,5394295.378824
13999,1068587,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,607639.94,4821477.04,9/29/2011 3:04:16 PM,9/29/2011 3:07:17 PM,-8868569.2326882,5394296.47049183
14000,1068589,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,607645.06,4821586.58,9/29/2011 3:04:41 PM,9/29/2011 3:23:46 PM,-8868559.7626257,5394447.7800244
14001,1068591,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,607569.22,4821541.23,9/29/2011 3:08:20 PM,9/29/2011 3:09:29 PM,-8868665.2313085,5394386.76909526
14002,1068593,UNNAMED UEDU,PED,CONN,OPEN,MISS,607552.02,4821521.31,9/29/2011 3:08:50 PM,9/29/2011 3:09:12 PM,-8868689.36315312,5394359.61324782
14003,1068596,UNNAMED UEDU,PED,CONN,OPEN,PRIV,607574.08,4821548.7,9/29/2011 3:12:14 PM,,-8868658.37202123,5394396.98773294
14004,1068599,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,607712.81,4821581.29,9/29/2011 3:23:05 PM,9/29/2011 3:23:26 PM,-8868466.55482097,5394438.96633821
14005,1068602,UNNAMED UEDU,PED,CONN,OPEN,MISS,606897.31,4821340.92,9/30/2011 8:36:04 AM,9/30/2011 8:42:39 AM,-8869595.16404528,5394124.69636498
14006,1068604,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,606948.65,4821345.35,9/30/2011 8:39:27 AM,9/30/2011 8:47:43 AM,-8869524.34901398,5394129.69072689
14007,1068606,UNNAMED UEDU,PED,CONN,OPEN,PRIV,606965.4,4821366.79,9/30/2011 8:41:37 AM,9/30/2011 8:43:54 AM,-8869500.80670122,5394158.95918333
14008,1068609,COUNCIL RING RD/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,606875.13,4821198.46,9/30/2011 8:57:15 AM,,-8869628.83685373,5393928.26061786
14009,1068612,UNNAMED UEDU,PED,CONN,OPEN,MISS,606890.29,4821265.62,9/30/2011 8:58:21 AM,9/30/2011 9:01:44 AM,-8869606.48368396,5394020.76251131
14010,1068614,UNNAMED UEDU,ROAD,CONN,OPEN,PRIV,606899.2,4821195.14,9/30/2011 8:59:07 AM,9/30/2011 9:04:21 AM,-8869595.75525372,5393923.14215466
14011,1068616,UNNAMED UEDU,PED,CONN,OPEN,MISS,606883.83,4821197.24,9/30/2011 8:59:33 AM,9/30/2011 9:03:23 AM,-8869616.88008266,5393926.38293837
14012,1068619,UNNAMED UEDU,PED,CONN,OPEN,PRIV,606913.53,4821191.9,9/30/2011 9:05:12 AM,9/30/2011 9:09:13 AM,-8869576.08793337,5393918.34838559
14013,1068621,UNNAMED UEDU,RDEND,CONN,OPEN,PRIV,606959.26,4821157.12,9/30/2011 9:05:50 AM,,-8869513.86143536,5393869.26647363
14014,1068623,KINGS MASTING CRES/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,606325.5,4820792.93,9/30/2011 9:47:51 AM,,-8870394.74430812,5393379.76695274
